"drug_name"	"original_smiles"
"REGORAFENIB"	"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1"
"CAPMATINIB"	"CNC(=O)c1ccc(cc1F)c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2"
"ZIBOTENTAN"	"COc1nc(C)cnc1NS(=O)(=O)c2cccnc2c3ccc(cc3)c4ocnn4"
"CYTIDINE"	"NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O"
"VOXTALISIB"	"CCN1C(=O)C(=Cc2c(C)nc(N)nc12)c3cc[nH]n3"
"TRIMETHAPHAN"	"O=C1N(Cc2ccccc2)C3C[S+]4CCCC4C3N1Cc5ccccc5"
"DIPYRIDAMOLE"	"OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO"
"DICYCLOMINE"	"CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2"
"BUPROPION"	"CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1"
"CHEMBL543557"	"Cl.OC(=O)C1CCCN(CCC=C(c2ccccc2)c3ccccc3)C1"
"CHEMBL99521"	"C(Oc1nsnc1C2CN3CCC2CC3)C#Cc4ccccc4"
"FLUOXETINE"	"CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2"
"CHEMBL1082552"	"O\N=C/1\C(=C/2\C(=O)Nc3ncccc23)\Nc4ccccc14"
"PHENINDIONE"	"O=C1C(C(=O)c2ccccc12)c3ccccc3"
"ALISPORIVIR"	"CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(CC)C(=O)[C@@H](C)N(C)C1=O)C(C)C"
"CHEMBL97450"	"CCCCCCCCCOc1ccc2[nH]cc(CCN)c2c1"
"CHEMBL1917204"	"Cc1ccc(cc1)N2SC(=O)N(Cc3ccc(F)cc3)C2=O"
"GLYCOPYRROLATE"	"C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3"
"RIDAFOROLIMUS"	"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OP(=O)(C)C"
"AMBRISENTAN"	"COC([C@H](Oc1nc(C)cc(C)n1)C(=O)O)(c2ccccc2)c3ccccc3"
"CHEMBL2141478"	"CCN1CCN(Cc2ccc(cc2)c3cc4c(NC(C)c5ccccc5)ncnc4[nH]3)CC1"
"DACTOLISIB"	"CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5"
"DARIFENACIN"	"NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5"
"CHEMBL410456"	"NC(=O)c1ccc(cc1)c2nc(c3ccc4OCCOc4c3)c([nH]2)c5ccccn5"
"CHEMBL3087499"	"CC(C)N(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23)C4CC(CCc5nc6cc(ccc6[nH]5)C(C)(C)C)C4"
"CHEMBL165679"	"C(CN1CCN(CC1)c2ccccc2)[C@@H]3CC[C@H](CC3)Nc4ncccn4"
"MALEIC ACID"	"OC(=O)\C=C/C(=O)O"
"AZD-4547"	"COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N4CC(C)NC(C)C4)n[nH]2)cc(OC)c1"
"DINOPROST"	"CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)O"
"(D)-SERINE"	"N[C@H](CO)C(=O)O"
"SETMELANOTIDE"	"C[C@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@H](Cc5c[nH]cn5)NC1=O)C(=O)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C"
"CHEMBL442494"	"CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H]3CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](Cc7ccccc7)NC(=O)[C@@H](Cc8ccccc8)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CCCCN)NC3=O)[C@@H](C)O)[C@@H](C)O)C(=O)O"
"IBRUTINIB"	"Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc(Oc5ccccc5)cc4"
"CHEMBL198927"	"CC(C)C(CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c3ncn(C(C)C)c3n1"
"NMS-1286937"	"COc1ccc(cc1Nc2ncc3CCc4c(nn(C)c4c3n2)C(=O)N)N5CCN(C)CC5"
"SODIUM ORTHOVANAD"	"[Na+].[Na+].[Na+].[O-][V](=O)([O-])[O-]"
"RO-194603"	"CN1Cc2c(ncn2c3ccsc3C1=O)C(=O)OC(C)(C)C"
"BICUCULLINE"	"CN1CCc2cc3OCOc3cc2[C@H]1[C@@H]4OC(=O)c5c6OCOc6ccc45"
"CHEMBL1088913"	"NCCCCN(Cc1nc2ccccc2[nH]1)C3CCCc4cccnc34"
"BIPERIDEN (CHEMBL1101)"	"OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4"
"MOMELOTINIB"	"O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2"
"SGI-1776"	"CN1CCC(CNc2ccc3ncc(c4cccc(OC(F)(F)F)c4)n3n2)CC1"
"CARFILZOMIB"	"CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]4(C)CO4"
"CARBENOXOLONE"	"CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(=O)O)OC(=O)CCC(=O)O"
"SARAFOTOXIN S6B"	"CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]2CSSC[C@@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H]3CSSC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@@H](Cc5ccccc5)C(=O)N2)C(C)C)C(=O)N[C@@H](Cc6c[nH]c7ccccc67)C(=O)O"
"URIDINE TRIPHOSPHATE"	"O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=CC(=O)NC2=O"
"METHIONINE"	"CSCC[C@H](N)C(=O)O"
"FLUDARABINE"	"Nc1nc(F)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O"
"CLOZAPINE"	"CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24"
"CHEMBL11348"	"CCN1C(=O)N(CC)c2[nH]c(nc2C1=O)c3ccccc3"
"AFATINIB"	"CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4"
"PEMETREXED (CHEMBL1201258)"	"NC1=Nc2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(=O)O)C(=O)O)c2C(=O)N1"
"CHEMBL1851943"	"CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC"
"CHEMBL277475"	"NC(C(=O)O)c1ccc(cc1)P(=O)(O)O"
"QUINUCLIDINYL BENZILATE"	"OC(C(=O)OC1CN2CCC1CC2)(c3ccccc3)c4ccccc4"
"METHAZOLAMIDE"	"CN1N=C(S/C/1=N/C(=O)C)S(=O)(=O)N"
"OSI-027"	"COc1cccc2cc([nH]c12)c3nc([C@@H]4CC[C@H](CC4)C(=O)O)n5ncnc(N)c35"
"PEFICITINIB"	"NC(=O)c1cnc2[nH]ccc2c1N[C@@H]3[C@@H]4CC5C[C@H]3C[C@@](O)(C5)C4"
"METHOCTRAMINE"	"COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc2ccccc2OC"
"CHEMBL302715"	"NS(=O)(=O)c1ccc(cc1)C(=O)NCc2ccccc2"
"Buprenorphine Hydrochloride"	"Cl.CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56"
"METHYLGLYOXAL"	"CC(=O)C=O"
"RGB-286638"	"COCCN1CCN(Cc2ccc(cc2)c3n[nH]c4c5cccc(NC(=O)NN6CCOCC6)c5C(=O)c34)CC1"
"CHEMBL277475"	"NC(C(=O)O)c1ccc(cc1)P(=O)(O)O"
"SOTAGLIFLOZIN"	"CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)cc1"
"PYRIMETHAMINE"	"CCc1nc(N)nc(N)c1c2ccc(Cl)cc2"
"CHEMBL21156"	"CC(C)(C)c1nc2c3ccc(F)cc3c4C(=O)NC=Cc4c2[nH]1"
"CHEMBL1709719"	"Nc1nc2c(ccc3ccccc23)s1"
"FLUPHENAZINE DECANOATE"	"CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1"
"GLYCINE"	"NCC(=O)O"
"Poziotinib"	"COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC4CCN(CC4)C(=O)C=C"
"UPIDOSIN"	"COc1ccccc1N2CCN(CCCNC(=O)c3cccc4C(=O)C(=C(Oc34)c5ccccc5)C)CC2"
"TAK-901"	"CCS(=O)(=O)c1cccc(c1)c2cc(C(=O)NC3CCN(C)CC3)c(C)c4[nH]c5ncc(C)cc5c24"
"COPANLISIB"	"COc1c(OCCCN2CCOCC2)ccc3C4=NCCN4C(=Nc13)NC(=O)c5cnc(N)nc5"
"PACRITINIB"	"C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5cccc(COC\C=C\COCc2c3)c5"
"SP-600125"	"Oc1c2ccccc2c3N=Nc4cccc1c34"
"OLANZAPINE"	"CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24"
"PERINDOPRIL"	"CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)OCC"
"CHEMBL69367"	"CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc3ccc(cc3)C(=O)O"
"CHEMBL257991"	"O=C(Nc1ccccc1c2cn3c(CN4CCNCC4)csc3n2)c5cnc6ccccc6n5"
"COPANLISIB"	"COc1c(OCCCN2CCOCC2)ccc3C4=NCCN4C(=Nc13)NC(=O)c5cnc(N)nc5"
"DIZOCILPINE"	"C[C@]12N[C@H](Cc3ccccc13)c4ccccc24"
"PI-103"	"Oc1cccc(c1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2"
"CHEMBL2177609"	"CC(C)(C)c1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4"
"CLOFAZIMINE"	"CC(C)\N=C\1/C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5"
"CHEMBL1951415"	"Nc1nccc(n1)c2c(ncn2C3CCCCC3)c4ccc(F)cc4"
"ISOGRANULATIMIDE"	"O=C1NC(=O)c2c1c3c4ccccc4[nH]c3n5cncc25"
"ICATIBANT"	"N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC(=O)N[C@@H](Cc3cccs3)C(=O)N[C@@H](CO)C(=O)N4Cc5ccccc5C[C@@H]4C(=O)N6[C@H]7CCCC[C@H]7C[C@H]6C(=O)N[C@@H](CCCNC(=N)N)C(=O)O"
"CHEMBL29641"	"COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC"
"PILARALISIB (CHEMBL3360203)"	"COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c4cccc(NC(=O)C(C)(C)N)c4)c1"
"NEPADUTANT"	"CC(C)C[C@@H]1NC(=O)[C@@H]2CNC(=O)C[C@H](NC(=O)[C@H](CC(=O)N[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)C)NC1=O)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](Cc6ccccc6)C(=O)N2"
"CHEMBL1289260"	"COc1ccc(CCNC(=O)Nc2ccc(Cl)cc2)cc1"
"ENGLERIN A"	"CC(C)[C@@]12C[C@@H](OC(=O)CO)[C@@](C)(O1)[C@@H]3CC[C@@H](C)[C@H]3[C@@H]2OC(=O)\C=C\c4ccccc4"
"CHEMBL1256701"	"Br.COc1ccccc1N2CCN(CCCCN3C(=O)c4ccccc4C3=O)CC2"
"COPANLISIB"	"COc1c(OCCCN2CCOCC2)ccc3C4=NCCN4C(=Nc13)NC(=O)c5cnc(N)nc5"
"RISPERIDONE"	"CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1"
"CHEMBL47940"	"Nc1ncnc2c1c(cn2C3CCCC3)c4ccc(Oc5ccccc5)cc4"
"FLIBANSERIN"	"FC(F)(F)c1cccc(c1)N2CCN(CCN3C(=O)Nc4ccccc34)CC2"
"LUBAZODONE HYDROCHLORIDE"	"Cl.Fc1ccc(OC[C@@H]2CNCCO2)c3CCCc13"
"CHEMBL1256682"	"O[Si](CCCN1CCCCC1)(C2CCCCC2)c3ccc(F)cc3"
"CHEMBL442494"	"CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H]3CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](Cc7ccccc7)NC(=O)[C@@H](Cc8ccccc8)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CCCCN)NC3=O)[C@@H](C)O)[C@@H](C)O)C(=O)O"
"CALCITONIN"	"CNC(Cc1ccccc1)C(=O)C(C)C2CC(=O)NCCCC(CC(=C)C(Cc3c[nH]cn3)C(C)C(=O)C(Cc4ccccc4)CC(=O)C(CCCCN)C(C)C2=C)C(=O)C"
"DALFAMPRIDINE"	"Nc1ccncc1"
"WORTMANNIN"	"COC[C@H]1OC(=O)c2coc3C(=O)C4=C([C@@H](C[C@@]5(C)[C@H]4CCC5=O)OC(=O)C)[C@]1(C)c23"
"VOXTALISIB"	"CCN1C(=O)C(=Cc2c(C)nc(N)nc12)c3cc[nH]n3"
"CHEMBL1162071"	"O[C@H]1[C@H](O)[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=O)NC3=O)O[C@H]([C@@H]1O)C(=O)O"
"BOSUTINIB"	"COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl"
"INFIGRATINIB"	"CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2"
"CHLOROPHENYLPIPERAZINE"	"Clc1cccc(c1)N2CCNCC2"
"PYRILAMINE"	"COc1ccc(CN(CCN(C)C)c2ccccn2)cc1"
"QUISINOSTAT"	"Cn1cc(CNCC2CCN(CC2)c3ncc(cn3)C(=O)NO)c4ccccc14"
"DOVITINIB"	"CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O"
"PONATINIB"	"CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc4cnc5cccnn45)cc2C(F)(F)F)CC1"
"Riviciclib"	"CN1CCC(C1CO)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl"
"TARANABANT"	"C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N"
"IVACAFTOR"	"CC(C)(C)c1cc(c(NC(=O)C2=CNc3ccccc3C2=O)cc1O)C(C)(C)C"
"VX-702"	"NC(=O)N(c1ccc(C(=O)N)c(n1)c2ccc(F)cc2F)c3c(F)cccc3F"
"STAUROSPORINE"	"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35"
"FLUOXYMESTERONE"	"C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C"
"OLVANIL"	"CCCCCCCC\C=C/CCCCCCCC(=O)NCc1ccc(O)c(OC)c1"
"CHEMBL195309"	"Cc1nccn1c2ccc(Sc3cccc(c3)C4(CCOCC4)C(=O)N)cc2"
"NINTEDANIB"	"COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(C)C(=O)CN4CCN(C)CC4)/c5ccccc5)\C(=O)Nc2c1"
"CHEMBL363211"	"Cc1onc(c1)c2nncc3c(c(OCc4ncnn4C)nn23)C(C)(C)C"
"BRIVANIB"	"C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C"
"CHEMBL410478"	"C\C(=C\C(=O)c1ccccc1)\N[C@@H](Cc2ccc(OCCc3nc(oc3C)c4ccccc4)cc2)C(=O)O"
"PIPOTIAZINE"	"CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN4CCC(CCO)CC4)c2c1"
"PIRIBEDIL (CHEMBL1371770)"	"C(N1CCN(CC1)c2ncccn2)c3ccc4OCOc4c3"
"XANOMELINE"	"CCCCCCOc1nsnc1C2=CCCN(C)C2"
"ORANTINIB"	"Cc1[nH]c(\C=C\2/C(=O)Nc3ccccc23)c(C)c1CCC(=O)O"
"CHEMBL261720"	"Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=S)Nc3c(F)cccc3F"
"EMPAGLIFLOZIN"	"OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2"
"TEGASEROD"	"CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12"
"NAFAMOSTAT"	"NC(=N)Nc1ccc(cc1)C(=O)Oc2ccc3cc(ccc3c2)C(=N)N"
"QUISINOSTAT"	"Cn1cc(CNCC2CCN(CC2)c3ncc(cn3)C(=O)NO)c4ccccc14"
"DALFAMPRIDINE"	"Nc1ccncc1"
"BOCEPREVIR"	"CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC3CCC3)C(=O)C(=O)N)C2(C)C)C(C)(C)C"
"SORAFENIB"	"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1"
"BIRINAPANT"	"CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc2c([nH]c3cc(F)ccc23)c4[nH]c5cc(F)ccc5c4C[C@@H]6C[C@H](O)CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC"
"DACOMITINIB"	"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4"
"SEROTONIN"	"NCCc1c[nH]c2ccc(O)cc12"
"TRANEXAMIC ACID"	"NC[C@@H]1CC[C@H](CC1)C(=O)O"
"SORAFENIB"	"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1"
"CHEMBL418834"	"CC(CF)NC[C@@H](O)COc1cccc2[nH]c3ccccc3c12"
"FENFLURAMINE"	"CCNC(C)Cc1cccc(c1)C(F)(F)F"
"CHEMBL604991"	"CCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N"
"CHEMBL284193"	"N[C@@H](C1[C@H]([C@@H]1C(=O)O)C(=O)O)C(=O)O"
"CHEMBL1824446"	"Cl.Cc1cccc(n1)c2[nH]c(nc2c3ccc4OCOc4c3)C(C)(C)C"
"CHEMBL1242101"	"CC(=O)Nc1ccc(Nc2ncc(c(Nc3ccccc3C(=O)c4ccccc4)n2)[N+](=O)[O-])cc1"
"ELEDOISIN"	"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]3CCC(=O)N3)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N"
"APITOLISIB"	"C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)c4cnc(N)nc4)N5CCOCC5)CC1"
"CONANTOKIN G"	"CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C(=O)O)C(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N"
"[3H]NISOXETINE"	"[3H]C([3H])([3H])NCCC(Oc1ccccc1OC)c2ccccc2"
"CHEMBL169233"	"NCCOB(c1ccccc1)c2ccccc2"
"CHEMBL31741"	"OC1=C(C(=O)Nc2cc(Cl)ccc12)c3cccc(Oc4ccccc4)c3"
"AEE-788"	"CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1"
"AEE-788"	"CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1"
"PERHEXILINE"	"C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3"
"VALSPODAR"	"C\C=C\C[C@@H](C)C(=O)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](NC1=O)C(C)C)C(C)C"
"CHEMBL159332"	"CNS(=O)(=O)Cc1ccc2[nH]cc(C[C@H]3CCCN3C)c2c1"
"CHEMBL1718432"	"COc1ccc2cc(C)c3nnc(SCC(=O)Nc4nc(cs4)c5ccc(F)cc5)n3c2c1"
"CHEMBL2088034"	"O=C1NCN(c2ccccc2)C13CCN(CC3)[C@H]4CC[C@@H]5CCCc6cccc4c56"
"CHEMBL2397386"	"Cl.Clc1cccc(N2CCN(CCCCNC(=O)c3ccc4c(Cc5ccccc45)c3)CC2)c1Cl"
"BELINOSTAT"	"ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc2ccccc2"
"SODIUM PHENYLBUTYRATE"	"[Na+].[O-]C(=O)CCCc1ccccc1"
"CANNABIDIOL"	"CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(=C)C)c(O)c1"
"DADLE"	"CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)O"
"ORTERONEL"	"CNC(=O)c1ccc2cc(ccc2c1)[C@@]3(O)CCn4cncc34"
"SITAXENTAN SODIUM"	"[Na+].Cc1cc2OCOc2cc1CC(=O)c3sccc3S(=O)(=O)[N-]c4onc(C)c4Cl"
"CHEMBL1161013"	"OC(=O)c1cccc(C(=O)O)c1C(=O)O"
"ROSIGLITAZONE"	"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3"
"LONAFARNIB"	"NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]3c4ncc(Br)cc4CCc5cc(Cl)cc(Br)c35)CC1"
"CHEMBL122413"	"COc1cccc(NC(=O)\C=C\c2ccc(Cl)cc2)c1"
"CIMETIDINE"	"CN\C(=N/CCSCc1nc[nH]c1C)\NC#N"
"PAMOIC ACID"	"OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O"
"GSK-1070916"	"CCn1cc(c2ccnc3[nH]c(cc23)c4cccc(CN(C)C)c4)c(n1)c5ccc(NC(=O)N(C)C)cc5"
"FLURBIPROFEN"	"CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2"
